FBgn0261614 CG42703
FBgn0036734 CG7564
FBgn0037153 olf413
FBgn0023395 Chd3
FBgn0037430 Osi20
FBgn0262612 CG43138
FBgn0031721 CG14017
FBgn0022382 Pka-R2
FBgn0004861 ph-p
FBgn0003093 Pkc98E
FBgn0039626 Slu7
FBgn0052318 CG32318
FBgn0031055 et
FBgn0033466 Pal1
FBgn0262728 Pal2
FBgn0034802 CG3800
FBgn0028858 CG10839
FBgn0262684 CG43154
FBgn0038679 CG6040
FBgn0004378 Klp61F
FBgn0042134 Capr
FBgn0261858 CG42787
FBgn0001612 l(1)dd4
FBgn0039677 CG18110
FBgn0034800 CG3788
FBgn0260993 para
FBgn0261703 gce
FBgn0261570 CG42684
FBgn0003464 sol
FBgn0032010 CG8086
FBgn0037085 Neu2
FBgn0037086 CG7202
FBgn0243497 Gr21a::Orco
FBgn0003978 vls
FBgn0014127 barr
FBgn0262899 CG43254
FBgn0025115 Acyp
FBgn0002865 Mst98Ca
FBgn0032701 CG10341
FBgn0030788 Sap30
FBgn0262685 CG43155
FBgn0045852 ham
FBgn0262900 CG43255
FBgn0262687 CR43157
FBgn0262686 CG43156
FBgn0262689 CR43159
FBgn0262688 CR43158
FBgn0250871 pot
FBgn0010078 RpL23
FBgn0002652 squ
FBgn0034631 CG10496
FBgn0036482 CG13457
FBgn0016920 nompC
FBgn0262905 CG43260
FBgn0004606 zfh1
FBgn0262508 CG43078
FBgn0027570 Nep2
FBgn0003339 Scr
FBgn0259955 CG42465
FBgn0262620 CG43144
FBgn0040510 ACXA
FBgn0259956 Sfp24C1
FBgn0259957 CG42467
FBgn0262621 CG43145
FBgn0262622 CG43146
FBgn0035107 mri
FBgn0262623 CG43147
FBgn0259971 CG42481
FBgn0262786 CG43167
FBgn0000064 Ald
FBgn0032868 CG17472
FBgn0029905 Nf-YC
FBgn0035106 rno
FBgn0020633 Mcm7
FBgn0038122 CG8138
FBgn0016054 phr6-4
FBgn0011701 repo
FBgn0029857 wuho
FBgn0262509 nrm
FBgn0039873 Smvt
FBgn0039118 CG10208
FBgn0011286 Rya-r44F
FBgn0028685 Rpt4
FBgn0029858 CG15896
FBgn0033337 CG8272
FBgn0262109 CR42862
FBgn0038752 CG4462
FBgn0026418 Hsc70Cb
FBgn0262971 CR43282
FBgn0052732 CG32732
FBgn0033480 mRpL42
FBgn0004429 LysP
FBgn0031170 CG1718
FBgn0050273 CG30273
FBgn0050269 CG30269
FBgn0033481 CG12920
FBgn0033527 CG11777
FBgn0035193 CG9192
FBgn0005630 lola
FBgn0037488 CG14607
FBgn0033479 CG2292
FBgn0004427 LysD
FBgn0013435 cdc2rk
FBgn0017448 CG2187
FBgn0031993 CG8486
FBgn0262806 CG43177
FBgn0036596 CG13045
FBgn0033524 Cyp49a1
FBgn0038886 CG6475
FBgn0051144 CR31144
FBgn0051514 CR31514
FBgn0052218 CR32218
FBgn0036527 CG7304
FBgn0038542 CG7431
FBgn0028935 CG7653
FBgn0262973 CG43284
FBgn0035813 CG8492
FBgn0039396 CcapR
FBgn0261872 scaf6
FBgn0050056 CG30056
FBgn0050067 Obp50a
FBgn0031988 CG8668
FBgn0010317 CycJ
FBgn0052267 CG32267
FBgn0035449 CG14971
FBgn0030622 CG9101
FBgn0033754 Ak6
FBgn0037490 CG10053
FBgn0261704 CG42740
FBgn0261705 CG42741
FBgn0024891 ferrochelatase
FBgn0034293 CG14495
FBgn0027544 CG2217
FBgn0040601 CG13643
FBgn0033766 CG8771
FBgn0034674 CG9304
FBgn0054029 CG34029
FBgn0054034 CG34034
FBgn0037078 CG12971
FBgn0036595 CG13046
FBgn0259214 PMCA
FBgn0260439 Pp2A-29B
FBgn0261437 CSN8
FBgn0040208 katanin-60
FBgn0026015 Top3beta
FBgn0262631 CR43148
FBgn0022893 Df31
FBgn0039627 CG11837
FBgn0001078 ftz-f1
FBgn0260440 spdo
FBgn0001229 Hsp67Bc
FBgn0029608 CG3091
FBgn0020238 14-3-3epsilon
FBgn0262807 CG43178
FBgn0262791 CG43172
FBgn0262790 CG43171
FBgn0036958 CG17233
FBgn0037050 CG10566
FBgn0262636 Lin29
FBgn0262637 Patronin
FBgn0037093 Cdk12
FBgn0051664 CG31664
FBgn0039650 Mesh1
FBgn0024150 Ac78C
FBgn0041607 asparagine-synthetase
FBgn0031213 galectin
FBgn0038589 CG18598
FBgn0028546 ics
FBgn0261245 sing
FBgn0037051 CG10565
FBgn0033512 CG12902
FBgn0030770 CG13010
FBgn0032955 CG2201
FBgn0031214 CG11374
FBgn0261985 Ptpmeg
FBgn0261856 CR42785
FBgn0030812 CG8949
FBgn0037492 CG10050
FBgn0033170 sPLA2
FBgn0038102 CG14383
FBgn0027084 Aats-lys
FBgn0032645 CG15142
FBgn0031579 CG15422
FBgn0085205 CG34176
FBgn0025595 GRHR
FBgn0031228 CG11455
FBgn0039972 CG17018
FBgn0259818 CG42399
FBgn0033216 CG1946
FBgn0039828 CG1542
FBgn0034073 CG8414
FBgn0034072 Dg
FBgn0042135 CG18812
FBgn0262947 CG43266
FBgn0262946 CG43265
FBgn0262583 CG43123
FBgn0262948 CG43267
FBgn0262949 CG43268
FBgn0038788 Sirt2
FBgn0033972 Ciao1
FBgn0040376 CG13759
FBgn0025701 CG14709
FBgn0032809 CG13078
FBgn0034970 yki
FBgn0261569 CG42683
FBgn0017557 Pros28.1A
FBgn0036359 CG14105
FBgn0260459 CG14106
FBgn0020626 Osbp
FBgn0086779 step
FBgn0052054 CG32054
FBgn0036066 CG14160
FBgn0033179 p47
FBgn0010309 pigeon
FBgn0030244 CG2157
FBgn0262841 CG43205
FBgn0037491 CG1227
FBgn0086681 Mst36Fa
FBgn0260872 CG42582
FBgn0261281 CG42618
FBgn0036271 Pbgs
FBgn0014342 mia
FBgn0031430 CG3528
FBgn0016976 stnA
FBgn0016975 stnB
FBgn0031580 CG15423
FBgn0022987 qkr54B
FBgn0003079 phl
FBgn0045443 mthl11
FBgn0033177 CG11141
FBgn0250838 CG30415
FBgn0041709 yellow-g
FBgn0031099 CG17065
FBgn0040784 CG15323
FBgn0260871 CG42581
FBgn0028402 Sin
FBgn0037046 CG10581
FBgn0037045 CG10584
FBgn0035380 CG9970
FBgn0011710 Sep1
FBgn0038868 CG5862
FBgn0038865 CG10824
FBgn0010315 CycD
FBgn0039876 CG2126
FBgn0039874 CG2135
FBgn0037778 mtTFB2
FBgn0052053 CG32053
FBgn0030999 Mur18B
FBgn0050414 CG30414
FBgn0015558 tty
FBgn0037502 wa-cup
FBgn0033130 Tsp42Ei
FBgn0028397 Tob
FBgn0028671 Vha100-1
FBgn0039638 dgt6
FBgn0004622 Takr99D
FBgn0040551 CG11686
FBgn0013334 Sap47
FBgn0005671 Vha55
FBgn0003598 Su(var)3-7
FBgn0026160 tna
FBgn0036104 CG6418
FBgn0011642 Zyx102EF
FBgn0031391 CG11723
FBgn0038065 CG6359
FBgn0033442 CG1690
FBgn0037288 CG14661
FBgn0029993 CG1571
FBgn0029992 Upf2
FBgn0015316 Try29F
FBgn0030706 CG8909
FBgn0030963 CG7101
FBgn0030964 Pvf1
FBgn0001219 Hsc70-4
FBgn0038306 Art3
FBgn0043471 kappaTry
FBgn0043470 lambdaTry
FBgn0011555 thetaTry
FBgn0011554 etaTry
FBgn0000964 tj
FBgn0011556 zetaTry
FBgn0039577 CG12516
FBgn0035578 CG13707
FBgn0085198 CG34169
FBgn0035577 CG13708
FBgn0032627 beat-IIIa
FBgn0030193 CG12641
FBgn0003656 sws
FBgn0029986 CG15332
FBgn0003447 sn
FBgn0030008 CG2129
FBgn0030010 CG10959
FBgn0034202 CG17287
FBgn0031285 CG3662
FBgn0031286 CG3862
FBgn0036680 Cpr73D
FBgn0036679 CG13022
FBgn0035464 CG12006
FBgn0052263 CG32263
FBgn0052262 CG32262
FBgn0050458 CG30458
FBgn0030011 Gbeta5
FBgn0067864 Patj
FBgn0032188 CG13137
FBgn0029964 CG1409
FBgn0030007 CG2263
FBgn0025820 JTBR
FBgn0085240 CG34211
FBgn0039028 CG13840
FBgn0029874 CG3342
FBgn0051860 CG31860
FBgn0052040 CG32040
FBgn0038691 CG5250
FBgn0038690 CG11703
FBgn0032549 CG4650
FBgn0028992 sds22
FBgn0038504 Sur-8
FBgn0040080 raps
FBgn0027492 wdb
FBgn0026313 X11L
FBgn0029873 CG3918
FBgn0052039 CG32039
FBgn0035978 UGP
FBgn0027053 CSN5
FBgn0038439 Cad89D
FBgn0038437 CG14898
FBgn0014037 Su(Tpl)
FBgn0030703 MSBP
FBgn0031773 Fbw5
FBgn0037734 trbd
FBgn0033998 row
FBgn0036184 PCID2
FBgn0051453 pch2
FBgn0035120 wac
FBgn0050016 CG30016
FBgn0040092 lectin-46Cb
FBgn0054033 CG34033
FBgn0038402 Fer2
FBgn0032305 CG6700
FBgn0038967 CG13847
FBgn0032335 CG14915
FBgn0250820 CG5802
FBgn0015834 Trip1
FBgn0050159 CG30159
FBgn0260407 mRpS23
FBgn0031660 mRpL28
FBgn0010607 l(2)05714
FBgn0022787 Hel89B
FBgn0015271 Orc5
FBgn0031657 CG3756
FBgn0038388 CG4287
FBgn0032836 CG10680
FBgn0014000 Hf
FBgn0054051 CG34051
FBgn0032833 CG10664
FBgn0260482 CG32599
FBgn0032824 CG13962
FBgn0010411 RpS18
FBgn0026427 Su(var)2-HP2
FBgn0053468 CG33468
FBgn0053469 CG33469
FBgn0033945 CG12868
FBgn0029995 CG2256
FBgn0085195 CG34166
FBgn0260968 CG42591
FBgn0260967 CG42590
FBgn0260953 CG42585
FBgn0260954 CG42586
FBgn0260955 CG42587
FBgn0039707 CG15510
FBgn0260969 CG42592
FBgn0260970 CG42593
FBgn0260971 CG42594
FBgn0010052 Jhe
FBgn0260966 sick
FBgn0031959 spz3
FBgn0035379 spz5
FBgn0035056 spz6
FBgn0033897 Rcd1
FBgn0037012 Rcd2
FBgn0031575 Cep97
FBgn0031191 Cp110
FBgn0032034 Rcd4
FBgn0035489 Rcd5
FBgn0034530 Rcd6
FBgn0260461 Rcd7
FBgn0032049 Bace
FBgn0025885 Inos
FBgn0042086 Tsp42Eb
FBgn0039403 Sld5
FBgn0003256 rl
FBgn0069928 CG41123
FBgn0085635 CG41370
FBgn0020660 eIF-4B
FBgn0085614 CG41323
FBgn0085607 CG41311
FBgn0085594 CG41278
FBgn0085557 CG41026
FBgn0058263 CG40263
FBgn0085638 CG41378
FBgn0243511 psidin
FBgn0085810 CR41597
FBgn0086445 l(2)37Cd
FBgn0086448 Gpi1
FBgn0086451 l(2)k09022
FBgn0086519 Cpr47Eg
FBgn0030630 CG12608
FBgn0086672 snoRNA:Or-aca5
FBgn0086674 Tango13
FBgn0028833 Dak1
FBgn0260003 Dys
FBgn0069924 CG41127
FBgn0085582 CG41257
FBgn0085637 CG41374
FBgn0085627 CG41346
FBgn0028993 scro
FBgn0058000 CG40000
FBgn0058001 CG40001
FBgn0058002 CG40002
FBgn0085783 CR41111
FBgn0085731 CG42229
FBgn0085729 CG42227
FBgn0086365 Orct2
FBgn0086367 t
FBgn0086368 tw
FBgn0085728 CG42226
FBgn0069922 CG41129
FBgn0085811 CR41598
FBgn0085573 CG41247
FBgn0085612 CG41320
FBgn0058382 CG40382
FBgn0058381 CG40381
FBgn0058384 CG40384
FBgn0085834 CR42217
FBgn0058120 CG40120
FBgn0085717 CG41599
FBgn0085642 CG41418
FBgn0085568 CG41240
FBgn0085567 CG41239
FBgn0024804 Dbp80
FBgn0058337 CG40337
FBgn0058336 CG40336
FBgn0085591 CG41274
FBgn0058225 CG40225
FBgn0085661 CG41511
FBgn0069963 CG41049
FBgn0069962 CG41050
FBgn0085574 CG41248
FBgn0085718 CG41600
FBgn0058385 CG40385
FBgn0085598 CG41283
FBgn0058359 CG40359
FBgn0085628 CG41347
FBgn0260987 vtd
FBgn0030790 CG4768
FBgn0085629 CG41348
FBgn0086601 snoRNA:Psi28S-3327c
FBgn0058137 CG40137
FBgn0058153 CG40153
FBgn0069919 CG41133
FBgn0085576 CG41250
FBgn0058158 CG40158
FBgn0058346 CG40346
FBgn0085782 CR41101
FBgn0085765 CR40677
FBgn0085813 CR41602
FBgn0085624 CG41339
FBgn0069936 CG41113
FBgn0058121 CG40121
FBgn0085639 CG41389
FBgn0069953 CG41069
FBgn0085812 CR41601
FBgn0085621 CG41335
FBgn0085622 CG41336
FBgn0085623 CG41337
FBgn0085619 CG41329
FBgn0040035 CG40368
FBgn0086355 Tpi
FBgn0086358 Tab2
FBgn0058138 CG40138
FBgn0086359 Invadolysin
FBgn0085699 CG41572
FBgn0085596 CG41280
FBgn0085640 CG41392
FBgn0085575 CG41249
FBgn0069961 CG41051
FBgn0086377 Syx7
FBgn0086602 snoRNA:Psi28S-3436b
FBgn0085605 CG41300
FBgn0069948 CG41075
FBgn0086370 sra
FBgn0039043 CG17121
FBgn0086603 snoRNA:Or-CD2
FBgn0250757 CG42235
FBgn0086362 spn-F
FBgn0260005 wtrw
FBgn0086348 se
FBgn0086350 tef
FBgn0086441 hkl
FBgn0259234 Camta
FBgn0086442 mib2
FBgn0020908 Scp1
FBgn0039959 CG17514
FBgn0086608 CG34112
FBgn0086657 ik2
FBgn0086658 snoRNA:Psi28S-1180
FBgn0086661 snoRNA:Psi28S-2566
FBgn0040299 Myo28B1
FBgn0086662 snoRNA:Psi28S-3186
FBgn0086663 snoRNA:Psi18S-1275
FBgn0086666 snoRNA:Psi28S-2179
FBgn0086667 snoRNA:Psi28S-3342
FBgn0046706 Haspin
FBgn0243516 Vrp1
FBgn0243517 CG4567
FBgn0041605 cpx
FBgn0035975 PGRP-LA
FBgn0038649 CG7718
FBgn0043865 SA-2
FBgn0085599 CG41284
FBgn0260996 CG42597
FBgn0260997 CG42598
FBgn0020440 Fak56D
FBgn0262647 Nup160
FBgn0035603 CG10635
FBgn0262648 l(2)47A3
FBgn0262649 l(2)47A7
FBgn0262650 l(2)47A9-5
FBgn0262651 l(2)47A9-6
FBgn0026189 prominin-like
FBgn0262653 l(3)ED220-1
FBgn0262654 l(3)ED220-2
FBgn0038108 CG7518
FBgn0040513 kappaB-Ras
FBgn0034242 CG14480
FBgn0260856 membrin
FBgn0038546 CG7379
FBgn0058160 CG40160
FBgn0063670 CG40228
FBgn0052707 APC4
FBgn0030082 HP1b
FBgn0030081 CG7246
FBgn0035132 mthl10
FBgn0033715 CG8490
FBgn0058198 CG40198
FBgn0067318 CG40451
FBgn0069923 CG41128
FBgn0058064 ARY
FBgn0086378 Alg-2
FBgn0033539 Git
FBgn0010247 Parp
FBgn0039083 CG10177
FBgn0261014 TER94
FBgn0036309 Hip1
FBgn0031434 CG3227
FBgn0002031 l(2)37Cc
FBgn0086444 l(2)37Cb
FBgn0038879 CG17298
FBgn0038880 SIFR
FBgn0036205 CG14131
FBgn0015278 Pi3K68D
FBgn0036204 Tim13
FBgn0033784 CG13322
FBgn0023215 Mnt
FBgn0050487 CG30487
FBgn0033783 CG17019
FBgn0037950 HisCl1
FBgn0086783 Mhc
FBgn0031528 CG15412
FBgn0026149 BCL7-like
FBgn0003204 ras
FBgn0041203 LIMK1
FBgn0050338 CG30338
FBgn0033437 CG12926
FBgn0037338 Snm1
FBgn0010342 Map60
FBgn0027108 inx2
FBgn0033434 CG1902
FBgn0033431 CG1827
FBgn0050000 CG30000
FBgn0050005 CG30005
FBgn0037339 Pi4KIIalpha
FBgn0051352 CG31352
FBgn0033088 CG3271
FBgn0033087 CG3194
FBgn0031164 CG1724
FBgn0086778 gfA
FBgn0025393 CG14795
FBgn0053513 Nmdar2
FBgn0015610 Caf1
FBgn0038307 mRpS10
FBgn0003517 sta
FBgn0085345 CG34316
FBgn0024332 Mcm3
FBgn0034850 CG9875
FBgn0035076 Ance-5
FBgn0085452 CG34423
FBgn0028433 Ggamma30A
FBgn0034371 SP2637
FBgn0029755 Sas10
FBgn0010473 tutl
FBgn0029153 Menl-2
FBgn0039732 CG15525
FBgn0039233 CG7006
FBgn0039234 nct
FBgn0024832 AP-50
FBgn0039733 CG11504
FBgn0085327 CG34298
FBgn0039734 Tace
FBgn0039735 CG7911
FBgn0037746 CG8478
FBgn0037747 CG8481
FBgn0261019 moi
FBgn0014024 Rnp4F
FBgn0034599 CG9437
FBgn0034601 CG4286
FBgn0046874 Pif1B
FBgn0033429 CG12929
FBgn0029754 CG15930
FBgn0036546 elgi
FBgn0037783 Npc2c
FBgn0037782 Npc2d
FBgn0051410 Npc2e
FBgn0039800 Npc2g
FBgn0039801 Npc2h
FBgn0261020 wol
FBgn0036448 mop
FBgn0035491 Dpy-30L2
FBgn0052446 Atox1
FBgn0261046 Dscam3
FBgn0024732 Drep-1
FBgn0028407 Drep-3
FBgn0030276 Dlic
FBgn0028515 EndoGI
FBgn0033690 EndoG
FBgn0033315 beta3GalTII
FBgn0036053 iPLA2-VIA
FBgn0033166 Eaf
FBgn0027605 Vps4
FBgn0004242 Syt1
FBgn0261049 Vps45
FBgn0035601 Uev1A
FBgn0003475 spir
FBgn0011638 La
FBgn0058155 CG40155
FBgn0053635 CG33635
FBgn0034142 CG8306
FBgn0031227 CG3709
FBgn0035102 CG7049
FBgn0035100 CG7051
FBgn0000546 EcR
FBgn0034576 CG9350
FBgn0034573 CG3295
FBgn0023001 melt
FBgn0058245 CG40245
FBgn0035949 CG13314
FBgn0260750 CG31873
FBgn0039452 CG14245
FBgn0038941 CG7080
FBgn0039625 beta4GalNAcTB
FBgn0053144 CG33144
FBgn0053458 CG33458
FBgn0031934 Ntl
FBgn0259986 nab
FBgn0261338 CG42623
FBgn0261337 CG42622
FBgn0085663 CG41518
FBgn0033121 Cyp6u1
FBgn0032123 Oatp30B
FBgn0032124 CG17855
FBgn0035960 CG4942
FBgn0023479 Tequila
FBgn0010280 Taf4
FBgn0043806 CG32032
FBgn0058204 CG40204
FBgn0262568 CG43108
FBgn0003028 ovo
FBgn0262656 dm
FBgn0035830 CG8209
FBgn0011817 nmo
FBgn0035831 CG8038
FBgn0035829 HP4
FBgn0020279 lig
FBgn0025469 slv
FBgn0261339 CG42624
FBgn0037307 Tim17a2
FBgn0030018 slpr
FBgn0004169 up
FBgn0037836 CG14692
FBgn0033052 SCAP
FBgn0038431 CG10405
FBgn0085597 CG41281
FBgn0085670 CG41527
FBgn0023515 CG14814
FBgn0259677 CG42346
FBgn0053348 CheB42a
FBgn0028969 deltaCOP
FBgn0031094 CG9578
FBgn0026090 CG14812
FBgn0026570 CG5704
FBgn0035309 CG15879
FBgn0031093 CG9581
FBgn0031493 CG3605
FBgn0050187 CG30187
FBgn0066292 CheB42c
FBgn0004514 TyrR
FBgn0259821 CG42402
FBgn0003261 Rm62
FBgn0027578 CG14526
FBgn0005640 Eip63E
FBgn0000464 Lar
FBgn0030887 CG6867
FBgn0003380 Sh
FBgn0039373 CG5024
FBgn0011273 And
FBgn0052487 CG32487
FBgn0052488 CG32488
FBgn0032904 Mtp
FBgn0032901 CG9339
FBgn0032815 CG10462
FBgn0032816 Nf-YB
FBgn0039374 CG17770
FBgn0032289 CG6431
FBgn0029835 CG5921
FBgn0261550 CG42668
FBgn0025390 Mur2B
FBgn0028902 Tektin-A
FBgn0259099 DCX-EMAP
FBgn0052133 ptip
FBgn0261174 ey::toy
FBgn0031781 Arc-p20
FBgn0039226 Ude
FBgn0019662 qm
FBgn0015298 Srp19
FBgn0035768 CG14834
FBgn0036915 CG7757
FBgn0036916 Mtr3
FBgn0036928 Tom20
FBgn0036927 CG7433
FBgn0261289 CheB98a
FBgn0005633 fln
FBgn0032230 lft
FBgn0052220 Csas
FBgn0260474 CG30002
FBgn0033439 CG1773
FBgn0033440 CG10459
FBgn0035411 Girdin
FBgn0053182 Kdm4B
FBgn0021764 sdk
FBgn0052811 CG32811
FBgn0029728 CG2861
FBgn0039807 CG15546
FBgn0259996 CG40341
FBgn0031782 WDR79
FBgn0085498 CG40583
FBgn0085496 CG40551
FBgn0085556 CG41020
FBgn0259710 CG42364
FBgn0053346 CG33346
FBgn0053460 CG33460
FBgn0027095 Manf
FBgn0261108 Atg13
FBgn0036463 Reck
FBgn0035932 CG13308
FBgn0037375 kat-60L1
FBgn0261110 G38
FBgn0035993 Nf-YA
FBgn0261111 BHD
FBgn0261113 Xrp1
FBgn0032078 C1GalTA
FBgn0052024 CG32024
FBgn0037533 CD98hc
FBgn0052499 Cda4
FBgn0051973 Cda5
FBgn0003527 stil
FBgn0030710 CG8924
FBgn0052843 Dh31-R1
FBgn0033932 Dh44-R1
FBgn0005683 pie
FBgn0030801 Rcp
FBgn0039349 Ssadh
FBgn0261119 Prp19
FBgn0032244 RfC3
FBgn0032242 CG5355
FBgn0004510 Ets97D
FBgn0035420 CG14967
FBgn0052269 CG32269
FBgn0036732 Oatp74D
FBgn0064766 CG7600
FBgn0032506 CG9395
FBgn0261053 Cad86C
FBgn0034804 CG3831
FBgn0038686 CG5555
FBgn0037065 CG12974
FBgn0250791 Snap
FBgn0025631 moody
FBgn0261238 Alh
FBgn0031068 Alr
FBgn0261239 Hr39
FBgn0050342 Prp38
FBgn0033688 Prp8
FBgn0035294 Mfap1
FBgn0261243 Psa
FBgn0261241 Vps16A
FBgn0033272 RagC
FBgn0261244 inaE
FBgn0039280 Mocs2
FBgn0262848 CR43212
FBgn0020261 pcm
FBgn0261263 scrib
FBgn0043533 Obp56f
FBgn0034472 CG8517
FBgn0034084 CG8435
FBgn0034471 Obp56e
FBgn0261261 plx
FBgn0261259 Fhos
FBgn0261571 CG42685
FBgn0261573 CoRest
FBgn0261572 CG42686
FBgn0035103 Vdup1
FBgn0261266 zuc
FBgn0035500 ens
FBgn0083919 Zasp52
FBgn0035917 Zasp66
FBgn0032797 CG10186
FBgn0015803 rtGEF
FBgn0052767 CG32767
FBgn0031360 CG31937
FBgn0000579 Eno
FBgn0054002 CG34002
FBgn0260648 Rrp40
FBgn0031361 CG17652
FBgn0033095 CG3409
FBgn0031287 CG4291
FBgn0033426 CG1814
FBgn0052451 SPoCk
FBgn0026718 fu12
FBgn0036211 CG5946
FBgn0037191 CG14448
FBgn0036213 RpL10Ab
FBgn0016059 Sema-1b
FBgn0036212 CG11597
FBgn0051851 CG31851
FBgn0032497 CG6043
FBgn0034259 CG6459
FBgn0031880 CG13776
FBgn0028406 Drep-4
FBgn0051730 CG31730
FBgn0038294 Mf
FBgn0032006 Pvr
FBgn0034050 CG8297
FBgn0050093 CG30093
FBgn0034051 Mlf
FBgn0015247 Iap2
FBgn0033767 CG13148
FBgn0033770 CG12442
FBgn0035179 CG12038
FBgn0024277 trio
FBgn0033769 CG8768
FBgn0050052 Obp49a
FBgn0050053 CG30053
FBgn0085233 CG34204
FBgn0034661 CG4386
FBgn0063494 GstE6
FBgn0086907 Cyt-c-d
FBgn0044020 Roc2
FBgn0011276 HLH3B
FBgn0032838 CG13966
FBgn0042129 CG18806
FBgn0025391 Scgdelta
FBgn0033463 CG1513
FBgn0051158 CG31158
FBgn0037553 CG18249
FBgn0039883 RhoGAP100F
FBgn0039395 CG14546
FBgn0085316 CG34287
FBgn0004512 Mdr49
FBgn0040070 Trx-2
FBgn0032135 GlcAT-S
FBgn0051882 CG31882
FBgn0025836 RhoGAP1A
FBgn0031774 CG9147
FBgn0031776 CG13993
FBgn0028419 Kr-h2
FBgn0031777 CG9154
FBgn0031775 CG9150
FBgn0034603 Glycogenin
FBgn0034605 CG15661
FBgn0027073 CG4302
FBgn0085790 CR41507
FBgn0261277 rtv
FBgn0051195 CG31195
FBgn0261278 grp
FBgn0037843 CG4511
FBgn0261279 lqfR
FBgn0036220 CG5897
FBgn0036731 CG6333
FBgn0004171 Mst98Cb
FBgn0030357 Sclp
FBgn0051781 CG31781
FBgn0023178 Pdf
FBgn0033086 CG9410
FBgn0031224 CG11454
FBgn0003206 Ras64B
FBgn0085762 CG40648
FBgn0261276 opa1-like
FBgn0030030 CG1636
FBgn0040038 klhl10
FBgn0034421 hppy
FBgn0038916 dnd
FBgn0085512 CG40733
FBgn0085789 CR41506
FBgn0085786 CR41501
FBgn0085736 CG40472
FBgn0085784 CR41379
FBgn0261280 CG42617
FBgn0261284 bou
FBgn0261334 CG42619
FBgn0031265 CG2794
FBgn0030029 CG15343
FBgn0038063 Octbeta2R
FBgn0036717 CG13731
FBgn0052270 CG32270
FBgn0025456 CREG
FBgn0040010 CG17493
FBgn0051806 CG31806
FBgn0260499 qvr
FBgn0069969 CG40498
FBgn0032504 CG16970
FBgn0085404 CG34375
FBgn0261350 CG42627
FBgn0034542 Fem-1
FBgn0040817 CG14132
FBgn0030443 CG12715
FBgn0261356 CG42633
FBgn0000615 exu
FBgn0039296 CG10420
FBgn0035421 CG12034
FBgn0038608 WRNexo
FBgn0034035 CG8207
FBgn0034141 CG8311
FBgn0039293 CG11851
FBgn0038737 CG11447
FBgn0086691 UK114
FBgn0051729 CG31729
FBgn0039038 CG6688
FBgn0035422 RpL28
FBgn0040973 CG16824
FBgn0037420 CG15597
FBgn0036835 CG14075
FBgn0004618 gl
FBgn0085285 CG34256
FBgn0250755 CG42233
FBgn0038001 CG17404
FBgn0037999 CG4860
FBgn0034732 CG3701
FBgn0051025 CG31025
FBgn0040625 CG18682
FBgn0033787 CG13321
FBgn0033786 CG3884
FBgn0260659 CG42542
FBgn0028984 Spn5
FBgn0026263 bip1
FBgn0038738 CG4572
FBgn0036568 CG5389
FBgn0036569 CG5414
FBgn0036567 CG13074
FBgn0036570 CG5222
FBgn0023441 fus
FBgn0033302 Cyp6a14
FBgn0037712 CG16789
FBgn0037715 CG9399
FBgn0261341 verm
FBgn0035042 CG3640
FBgn0037092 M6
FBgn0030899 Her
FBgn0036829 Ir75d
FBgn0261430 CR42647
FBgn0039002 CG17625
FBgn0085506 CG40635
FBgn0033599 CG13223
FBgn0058378 CG40378
FBgn0037242 CG9855
FBgn0086605 CG9853
FBgn0259995 CG40169
FBgn0051380 CG31380
FBgn0029951 CG11369
FBgn0261429 CR42646
FBgn0033597 Cpr47Ea
FBgn0052564 CG32564
FBgn0025645 CG3598
FBgn0029898 CG14439
FBgn0030823 CG8918
FBgn0032733 CG15170
FBgn0038275 CG3817
FBgn0038274 CG7262
FBgn0032293 Dpy-30L1
FBgn0039849 CG11334
FBgn0032732 CG15168
FBgn0039683 dmrt99B
FBgn0000640 Fbp2
FBgn0029724 CG15472
FBgn0040717 Nplp4
FBgn0034120 CG15710
FBgn0011232 scat
FBgn0028667 Vha16-3
FBgn0036262 CG6910
FBgn0250831 BG642167
FBgn0000594 Est-P
FBgn0000592 Est-6
FBgn0036263 thoc6
FBgn0051220 CG31220
FBgn0036246 CG17154
FBgn0037972 CG10005
FBgn0037975 CG3397
FBgn0037973 CG18547
FBgn0053533 lectin-37Db
FBgn0040967 CG18666
FBgn0039669 CG2014
FBgn0051219 CG31219
FBgn0038723 CG6195
FBgn0052333 CG32333
FBgn0028668 Vha16-2
FBgn0025642 CG32812
FBgn0052855 CG32855
FBgn0053017 CG33017
FBgn0042710 Hex-t2
FBgn0016675 Lectin-galC1
FBgn0053532 lectin-37Da
FBgn0034103 CG15704
FBgn0034104 CG15705
FBgn0042711 Hex-t1
FBgn0053710 CG33710
FBgn0032295 CG12299
FBgn0032117 FucTB
FBgn0030824 CG5070
FBgn0001259 in
FBgn0036978 Toll-9
FBgn0032292 CG6750
FBgn0259676 DNApol-alpha60
FBgn0030958 CG6900
FBgn0030959 CG6961
FBgn0030956 CG18259
FBgn0035806 PGRP-SD
FBgn0030763 CG9782
FBgn0038847 CG12278
FBgn0036932 CG14184
FBgn0030768 CG9723
FBgn0061188 Yu
FBgn0039848 lox
FBgn0030003 CG2116
FBgn0051496 CG31496
FBgn0051501 nxf4
FBgn0028416 Met75Ca
FBgn0028415 Met75Cb
FBgn0082831 pps
